property_id,kota,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,jumlah_lantai,garasi,tahun_dibangun,kondisi,jarak_pusat_kota_km,dekat_sekolah,dekat_rs,dekat_mall,jenis_sertifikat,harga_idr
PROP00449,Jakarta Utara,72,261,5,1,3,Tidak,1994,Cukup,20.1,Ya,Ya,Tidak,SHM,2434091097
PROP00450,Yogyakarta,96,259,4,2,2,Tidak,2006,Bagus,23.2,Tidak,Ya,Tidak,SHM,1835470024
PROP00451,Semarang,598,669,1,2,2,Tidak,1990,Bagus,16.1,Tidak,Tidak,Tidak,Girik,9952051212
PROP00452,Surabaya,115,207,3,2,2,Ya,2008,Baru,20.5,Ya,Tidak,Tidak,HGB,4985944019
PROP00453,Jakarta Selatan,392,440,5,1,2,Tidak,2008,Cukup,22.5,Tidak,Ya,Tidak,HGB,20731864313
PROP00454,Yogyakarta,305,309,6,3,1,Ya,2016,Baru,18.5,Ya,Tidak,Tidak,HGB,8411665791
PROP00455,Bandung,124,371,1,2,2,Ya,2022,Baru,5.4,Tidak,Tidak,Tidak,HGB,5589056775
PROP00456,Yogyakarta,71,89,1,2,1,Ya,2001,Perlu Renovasi,28.6,Tidak,Ya,Ya,Girik,825592214
PROP00457,Surabaya,25,144,1,3,1,Ya,2008,Baru,33.3,Tidak,Tidak,Tidak,SHGB,916705288
PROP00458,Bekasi,248,261,2,2,1,Ya,2024,Cukup,27.3,Ya,Tidak,Tidak,,4863275618
PROP00459,Yogyakarta,274,491,3,1,2,Ya,2007,Baru,1.4,Ya,Ya,Tidak,,12619262833
PROP00460,Bali,478,484,3,1,3,Tidak,1994,Baru,18.9,Ya,Ya,Tidak,SHGB,24247697892
PROP00461,Medan,31,274,5,2,2,Ya,1994,Baru,15.5,Ya,Tidak,Ya,Girik,737183284
PROP00462,Yogyakarta,471,689,2,,1,Ya,1995,Perlu Renovasi,27.4,Tidak,Tidak,Tidak,Girik,5062581348
PROP00463,Surabaya,385,425,4,4,3,Ya,2018,Perlu Renovasi,23.9,Ya,Tidak,Ya,SHGB,7665280052
PROP00464,,,443,3,1,1,Tidak,1993,Bagus,12.2,Ya,Tidak,Tidak,Girik,8969006006
PROP00465,Bali,285,378,4,1,3,Tidak,2005,Bagus,28.1,Tidak,Tidak,Ya,HGB,12635528029
PROP00466,Jakarta Barat,439,619,5,1,2,Ya,2013,Baru,5.1,Ya,Tidak,Tidak,Strata Title,42623164292
PROP00467,Yogyakarta,297,403,1,1,3,Tidak,1999,Baru,6,,Tidak,Ya,SHM,6631278268
PROP00468,Bali,,721,4,2,2,Tidak,1990,Cukup,2.8,Tidak,Ya,Ya,HGB,26834479219
PROP00469,Bandung,367,416,2,2,2,Ya,2003,Bagus,3.9,Ya,Ya,Tidak,Strata Title,12541691229
PROP00470,Medan,281,,3,4,3,Tidak,2009,Bagus,20.1,Tidak,Tidak,Ya,SHM,6308006248
PROP00471,Semarang,353,465,2,4,1,Tidak,2016,Baru,3.6,Ya,Tidak,Tidak,Strata Title,9784656053
PROP00472,Medan,170,349,4,4,3,Ya,2016,Baru,28.6,,Ya,Ya,SHGB,3568056410
PROP00473,Jakarta Utara,581,613,4,2,3,Ya,2024,Perlu Renovasi,12.4,,Tidak,Tidak,,18742719765
PROP00474,Jakarta Selatan,358,399,6,3,1,Ya,1996,Bagus,33.9,Tidak,Tidak,Ya,SHGB,26144505234
PROP00475,Bali,190,237,5,3,2,Ya,2019,Cukup,7.2,Ya,Tidak,Ya,Strata Title,10065583227
PROP00476,Surabaya,592,834,5,,1,Tidak,2008,Baru,14.5,Tidak,Ya,Ya,SHGB,33477907230
PROP00477,Medan,150,,4,4,3,Tidak,,Baru,7.8,Ya,Ya,Ya,SHGB,5195798081
PROP00478,Surabaya,466,621,5,1,3,Tidak,1993,Bagus,20,Ya,Tidak,Tidak,HGB,18669631987
PROP00479,Jakarta Selatan,86,,2,3,3,Tidak,2006,Perlu Renovasi,1.8,Tidak,Tidak,,SHGB,4013550785
PROP00480,Semarang,93,97,3,2,3,Tidak,2011,,,Tidak,Ya,Ya,,2572474279
PROP00481,Semarang,305,337,3,3,3,Tidak,2017,Baru,17.5,Ya,Ya,Ya,HGB,9569298031
PROP00482,Bekasi,31,77,1,1,2,Ya,2022,Bagus,14.4,Tidak,Tidak,Tidak,SHM,1087602853
PROP00483,Jakarta Barat,91,288,6,1,1,Tidak,1987,Perlu Renovasi,3.5,Ya,Tidak,Tidak,Girik,4427596389
PROP00484,Tangerang,364,420,4,2,3,Ya,2005,Perlu Renovasi,,Ya,Tidak,Tidak,SHM,8816461590
PROP00485,Yogyakarta,407,643,1,3,2,Ya,2018,Perlu Renovasi,32.5,Tidak,Tidak,Ya,HGB,3717871532
PROP00486,Medan,,594,5,3,1,Ya,1989,Perlu Renovasi,4.3,Tidak,Tidak,Ya,Strata Title,6266824036
PROP00487,Surabaya,452,498,3,4,2,Ya,1999,Baru,22.1,Ya,Ya,Tidak,SHM,21459252901
PROP00488,Bali,143,301,5,1,1,Ya,2004,Cukup,26.4,Tidak,Ya,Tidak,SHM,4974195007
PROP00489,Semarang,273,368,4,4,3,Ya,2003,Cukup,1.2,Ya,Ya,Ya,Strata Title,6364192015
PROP00490,Jakarta Selatan,197,320,2,4,1,Ya,2024,Baru,3.9,Ya,Ya,Ya,Strata Title,30858733852
PROP00491,Jakarta Barat,579,652,2,4,3,Tidak,2021,Perlu Renov@si,2,Ya,Ya,Tidak,HGB,23954923444
PROP00492,Jakarta Barat,232,407,5,4,2,Tidak,1986,Bagus,4.2,Tidak,Tidak,Ya,SHM,18147414379
PROP00493,Surabaya,477,,2,1,3,,2002,Cukup,24.3,Tidak,Ya,Ya,SHGB,13469403770
PROP00494,Tangerang,505,610,4,2,2,Ya,2021,Baru,29.7,Tidak,Tidak,Tidak,Girik,16308854942
PROP00495,Bandung,,544,2,2,1,Tidak,2016,Cukup,17.5,Ya,,Tidak,HGB,5673616534
PROP00496,Surabaya,214,354,2,1,2,Tidak,2003,Bagus,9.1,Tidak,Tidak,Tidak,HGB,10819076846
PROP00497,Yogyakarta,531,,6,1,1,Tidak,2012,Bagus,27.2,Ya,Ya,Ya,Girik,9127364236
PROP00498,Bali,136,169,5,4,2,Tidak,2008,Perlu Renovasi,33.1,Tidak,Ya,Ya,Girik,2800092152
PROP00499,Bekasi,482,,1,2,3,Ya,2019,Cukup,30.2,Ya,Ya,Tidak,SHM,7040248661
PROP00500,Bandung,325,475,5,3,1,Tidak,2017,Perlu Renovasi,25.7,Ya,Tidak,Ya,Strata Title,3777838606
PROP00501,Tangerang,501,681,4,4,1,Tidak,1989,Cukup,8.9,Ya,Tidak,Tidak,HGB,15202157243
PROP00502,Bekasi,254,378,4,3,2,Ya,,Bagus,11.7,Tidak,Tidak,Ya,SHGB,
PROP00503,Jakarta Barat,526,600,4,3,3,Ya,2024,B@gus,33.2,Tidak,Tidak,Tidak,Girik,22206215247
PROP00504,Yogyakarta,220,339,5,4,1,Tidak,2011,Cukup,5,Tidak,Ya,Tidak,Girik,5331057118
PROP00505,Bekasi,545,546,6,,1,Tidak,1985,Baru,9.5,Ya,Ya,Tidak,SHGB,22508722425
PROP00506,Semarang,305,497,6,2,1,Ya,2016,Cukup,4.5,Ya,Ya,Ya,Strata Title,9039433531
PROP00507,Bandung,112,327,,1,2,Ya,1986,Bagus,18.4,Tidak,Tidak,Ya,HGB,1806345966
PROP00508,Bekasi,29,145,3,1,3,Ya,2009,Perlu Renovasi,19.4,Tidak,Ya,Ya,HGB,564750789
PROP00509,Tangerang,109,340,4,3,2,Tidak,1989,Baru,18.3,Tidak,Ya,Ya,SHGB,3056716129
PROP00510,Jakarta Utara,161,335,3,3,2,Tidak,2002,Cukup,23.8,Ya,Ya,Ya,HGB,5409662889
PROP00511,Jakarta Utara,334,421,6,4,2,Ya,1993,Baru,,Tidak,Ya,Tidak,SHGB,19133921526
PROP00512,Semarang,,,4,1,2,Tidak,2015,Baru,7.5,Ya,Ya,Ya,Girik,13723291153
PROP00513,Bandung,542,672,1,1,2,Ya,2014,Baru,24.8,Ya,Ya,Ya,Girik,12650753660
PROP00514,Jakarta Utara,257,304,5,3,3,Ya,2007,Perlu Renovasi,34.9,Ya,Ya,Tidak,Strata Title,4334777916
PROP00515,Yogyakarta,316,,2,4,2,Ya,2014,Perlu Renovasi,29.6,Ya,Tidak,Ya,Girik,2919584274
PROP00516,Semarang,378,446,4,4,3,Ya,1994,Baru,32.3,Ya,Ya,Tidak,SHGB,9541616793
PROP00517,Yogyakarta,571,777,1,2,2,Tidak,2000,,8,Ya,Tidak,Ya,HGB,10489386830
PROP00518,Yogyakarta,192,416,5,4,3,Ya,2012,Bagus,4.8,Tidak,Ya,Ya,Strata Title,5254680484
PROP00519,Jakarta Selatan,185,384,5,,2,Ya,1988,Bagus,22.7,Tidak,Ya,Ya,SHM,10465825026
PROP00520,Bekasi,352,579,2,2,1,Ya,1997,Baru,21.1,Tidak,Ya,Tidak,Girik,9389645532
PROP00521,Tangerang,537,782,5,1,3,Tidak,2022,Perlu Renovasi,0.3,Ya,Ya,Ya,HGB,16355276375
PROP00522,Bekasi,548,686,2,4,2,Ya,2020,Baru,9.3,Tidak,Tidak,Tidak,SHM,24346016136
PROP00523,Bali,251,,2,2,1,Ya,1997,Bagus,30.8,Ya,Ya,Tidak,SHM,6783370048
PROP00524,Jakarta Selatan,54,77,4,2,3,Tidak,2001,Cukup,7.9,Tidak,Tidak,Ya,Girik,3615996495
PROP00525,Yogyakarta,570,,6,2,2,,1995,Bagus,,Ya,Ya,Ya,SHGB,20040662760
PROP00526,Semarang,309,533,5,3,3,Tidak,2021,,24.8,Ya,Tidak,Ya,HGB,6211755366
PROP00527,Bekasi,584,703,1,3,3,Ya,1987,Bagus,11.8,Ya,Tidak,Tidak,SHGB,19749516482
PROP00528,Tangerang,215,442,3,3,,Tidak,1986,Bagus,8.4,Tidak,Tidak,Ya,SHM,5643995985
PROP00529,Bali,478,691,4,4,1,Ya,1985,,29.9,Ya,Tidak,Ya,SHM,20106757186
PROP00530,Jakarta Utara,214,435,5,2,2,Ya,1995,Perlu Renovasi,26.6,Ya,Ya,Tidak,SHGB,5295699698
PROP00531,Yogyakarta,236,441,5,3,3,Tidak,2003,Cukup,34.5,Tidak,Tidak,Ya,Girik,4201419370
PROP00532,Tangerang,204,264,4,2,1,Tidak,1997,Bagus,13.1,Tidak,Tidak,Tidak,Strata Title,7572532541
PROP00533,Bali,203,304,1,4,2,Ya,2014,Perlu Renovasi,34.6,,,Ya,Strata Title,4289606929
PROP00534,Jakarta Barat,139,235,6,1,1,Tidak,2021,Bagus,12.9,Tidak,Tidak,Tidak,Strata Title,8114144521
PROP00535,Jakarta Selatan,44,274,2,2,3,Tidak,2011,Bagus,23.7,Tidak,Ya,Tidak,Strata Title,2620890624
PROP00536,Surabaya,356,605,5,4,1,Tidak,1989,Baru,20.1,Ya,Ya,Ya,Girik,12623210076
PROP00537,Yogyakarta,299,351,6,3,2,Ya,2013,Cukup,24.9,Ya,Ya,Tidak,Girik,6574975505
PROP00538,Tangerang,163,352,6,1,3,Tidak,2001,Bagus,23.4,Ya,Tidak,Ya,SHGB,6281433730
PROP00539,Yogyakarta,125,243,1,1,2,Tidak,1989,Cukup,32.5,Tidak,Tidak,Ya,SHM,1012345870
PROP00540,Jakarta Selatan,464,485,1,1,2,Tidak,1988,Bagus,30.2,Tidak,Ya,Tidak,Girik,26012994239
PROP00541,Tangerang,397,605,1,1,1,Tidak,2014,Bagus,34.2,,Ya,Ya,SHGB,8509843169
PROP00542,Bali,507,663,2,4,2,Ya,2003,Baru,5.2,Ya,Ya,Tidak,SHM,30821043536
PROP00543,Surabaya,536,688,6,1,2,Tidak,1986,Baru,23.9,Tidak,Tidak,Tidak,Girik,28867532857
PROP00544,Jakarta Barat,503,707,,4,1,Ya,1997,Perlu Renovasi,4.9,Ya,Tidak,Tidak,Girik,23381788594
PROP00545,Bali,336,463,5,2,3,Tidak,2010,Bagus,33,Ya,Tidak,,HGB,16377823863
PROP00546,Yogyakarta,303,535,5,3,2,Tidak,2015,CUKUP,34.6,Tidak,Ya,Ya,SHGB,4841570670
PROP00547,Tangerang,40,,2,3,1,Tidak,2010,Cukup,7.1,Tidak,Ya,Tidak,Girik,1645239410
PROP00548,Tangerang,277,454,1,3,1,Ya,1998,Baru,30.7,Ya,Tidak,Tidak,Girik,6911425053
PROP00549,Jakarta Barat,558,733,2,3,3,Tidak,2024,Baru,9.7,Tidak,Ya,Tidak,Strata Title,47027152826
PROP00550,Bekasi,57,65,2,2,1,Tidak,2018,Baru,29.1,Ya,Ya,Tidak,Strata Title,1610138178
PROP00551,Surabaya,43,108,2,4,3,Tidak,1989,Cukup,26.4,Ya,,Tidak,SHGB,1117254889
PROP00552,Jakarta Selatan,126,141,5,3,,Tidak,2002,Bagus,9.9,Ya,Tidak,Tidak,Strata Title,11883574676
PROP00553,Bandung,404,548,5,2,3,Tidak,2005,Perlu Renovasi,9.2,Tidak,Ya,Ya,Girik,10179995459
PROP00554,Jakarta Barat,386,456,3,1,1,Tidak,2024,Bagus,18.2,Ya,Tidak,Tidak,HGB,24760087736
PROP00555,Bandung,157,217,1,2,1,Ya,2002,Baru,12.2,Tidak,Tidak,Tidak,SHM,4720303921
PROP00556,Bandung,165,249,6,1,2,Tidak,1992,Perlu Renovasi,1,,Ya,Ya,SHGB,4591516887
PROP00557,Bandung,515,756,4,2,2,Tidak,1991,Baru,9.6,Ya,Ya,Tidak,SHGB,21331663946
PROP00558,Bekasi,409,450,5,4,2,Tidak,2018,Perlu Renovasi,10.2,Ya,Tidak,Tidak,HGB,10459354999
PROP00559,Semarang,310,492,1,1,1,Ya,2011,Bagus,3.3,Tidak,Tidak,Ya,SHM,10371196957
PROP00560,Semarang,384,508,6,1,1,Ya,2024,Cukup,9.7,Tidak,Ya,Tidak,Girik,8410524839
PROP00561,Tangerang,416,504,4,1,1,Tidak,1997,Cukup,,Tidak,Tidak,Ya,SHGB,10726031052
PROP00562,Jakarta Selatan,535,605,5,4,2,Ya,1986,Cukup,11.6,Tidak,Tidak,Ya,Strata Title,34604409624
PROP00563,Tangerang,502,658,3,4,3,Ya,2007,Cukup,28.3,Ya,Ya,Ya,SHM,11375468946
PROP00564,Medan,473,,3,4,3,Tidak,1985,Bagus,20.6,Ya,Ya,Ya,HGB,5505461281
PROP00565,Medan,49,138,5,4,3,Ya,2006,Cukup,31.6,Ya,Ya,Tidak,SHM,768380421
PROP00566,Jakarta Barat,144,162,5,3,1,Tidak,2019,Perlu Renovasi,29.3,Tidak,Ya,Tidak,SHM,5696093266
PROP00567,Yogyakarta,252,,5,1,,Tidak,2001,Baru,12,Ya,Tidak,Ya,SHM,6325766753
PROP00568,Bandung,21,,1,4,1,Ya,2022,Cukup,,Tidak,,Tidak,HGB,624995017
PROP00569,Surabaya,102,314,4,2,2,Tidak,1985,Cukup,29.2,,Tidak,Tidak,Strata Title,2139154224
PROP00570,Jakarta Utara,347,353,2,1,3,Ya,2020,Bagus,23.1,Tidak,Tidak,Tidak,HGB,12793878406
PROP00571,Medan,92,247,,4,,Tidak,2005,Bagus,31.3,Ya,Tidak,Ya,Strata Title,999330940
PROP00572,Bandung,65,288,5,4,3,,2003,Perlu Renovasi,19,Ya,Tidak,Ya,HGB,1143822360
PROP00573,Tangerang,191,373,4,3,1,Ya,1985,Baru,9.1,Ya,Tidak,,SHGB,8747082074
PROP00574,Semarang,48,298,6,4,3,Tidak,2011,Bagus,28.7,Ya,Ya,Tidak,SHGB,814633069
PROP00575,Jakarta Barat,579,802,2,2,1,Tidak,2008,Cukup,16.9,Ya,Tidak,Tidak,SHM,23680816143
PROP00576,Bekasi,108,,,3,2,Tidak,1999,Baru,26.5,Tidak,Tidak,,SHM,3317653979
PROP00577,Bekasi,381,423,6,3,1,Ya,2018,Bagus,2.2,Tidak,Tidak,Tidak,Girik,18640169555
PROP00578,Jakarta Barat,419,538,5,2,3,Ya,1992,Cukup,26.5,Ya,Tidak,Ya,SHGB,13757406069
PROP00579,Surabaya,332,549,1,2,,Ya,2002,Perlu Renovasi,17.6,Tidak,Ya,Tidak,Girik,8586969787
PROP00580,Jakarta Utara,125,143,4,2,3,Tidak,,Baru,24.8,Ya,Ya,Tidak,HGB,7478174925
PROP00581,Jakarta Barat,490,594,2,4,3,Ya,1990,Cukup,18.8,Tidak,Tidak,Ya,SHGB,16069682680
PROP00582,Bekasi,446,555,5,1,1,Tidak,2006,Cukup,5.8,Ya,Ya,Ya,SHGB,12514187481
PROP00583,Jakarta Utara,186,396,3,3,3,Tidak,1997,Bagus,24.6,Tidak,Ya,Ya,HGB,6651735926
PROP00584,Yogyakarta,144,234,2,,1,Ya,1993,Baru,15.7,,Ya,Ya,Girik,3318569320
PROP00585,Bandung,85,212,2,3,2,Tidak,2022,Perlu Renovasi,25.1,Ya,Tidak,Ya,HGB,1589330619
PROP00586,Medan,123,345,2,4,3,Tidak,1985,Perlu Renovasi,12.6,,Ya,Tidak,SHGB,1123576832
PROP00587,Tangerang,500,520,2,3,2,Ya,2017,Cukup,16,Ya,Tidak,Tidak,SHM,11010764935
PROP00588,Bandung,554,598,3,1,2,Ya,2011,Perlu Renovasi,19.4,Ya,Tidak,Tidak,Girik,6875984950
PROP00589,Bali,480,680,5,3,3,Ya,1992,Cukup,10.5,Tidak,Ya,Ya,Girik,20063673556
PROP00590,Medan,355,495,5,1,2,Ya,2000,Bagus,23.3,Ya,Ya,Tidak,Girik,5589040274
PROP00591,Tangerang,159,277,,2,2,Tidak,2016,Perlu Renovasi,28.5,Tidak,Tidak,Ya,SHM,3098003493
PROP00592,Jakarta Utara,317,499,5,1,3,Ya,2019,Cukup,15.9,Ya,Tidak,Ya,Strata Title,11976625848
PROP00593,Bali,526,712,5,1,2,Ya,2019,Cukup,32.2,Ya,Tidak,Tidak,HGB,21835210862
PROP00594,Medan,377,547,6,3,2,Ya,2000,Bagus,15,Ya,Ya,Ya,HGB,8711382131
PROP00595,Bandung,237,394,3,1,,Tidak,2019,Perlu Renovasi,34.4,Ya,Tidak,Tidak,Girik,3192402001
PROP00596,Yogyakarta,209,378,6,2,1,Ya,2002,Baru,10.8,Tidak,Ya,Ya,SHM,8732423839
PROP00597,Bali,400,648,1,4,2,Ya,2012,Baru,17.1,Tidak,Ya,,HGB,21468045843
PROP00598,Medan,94,156,1,1,2,Tidak,1993,Bagus,30.6,Ya,Tidak,Ya,Girik,1154985949
PROP00599,Bandung,463,501,,2,3,Ya,1989,Baru,25,Ya,Ya,Tidak,SHM,13078276027
PROP00600,Surabaya,423,510,3,4,1,Tidak,2002,Cukup,16,Ya,Ya,Tidak,Girik,13036722773
PROP00601,Jakarta Selatan,406,501,4,,1,Ya,1992,Cukup,32.4,Tidak,Tidak,Tidak,SHM,14442422479
PROP00602,Yogyakarta,243,444,3,1,1,Ya,,Perlu Renovasi,,Tidak,Ya,Tidak,Girik,2448136495
PROP00603,Yogyakarta,476,583,5,4,3,Ya,1987,Baru,22.4,,Ya,Tidak,Strata Title,13365635923
PROP00604,Surabaya,597,653,5,2,2,Tidak,2021,Bagus,11.4,Tidak,Tidak,,HGB,34740944002
PROP00605,Semarang,182,342,4,1,1,Ya,2008,Perlu Renovasi,11.7,Ya,Tidak,Ya,SHGB,3645210417
PROP00606,Tangerang,529,583,4,3,2,Ya,2004,Bagus,15.7,Ya,Tidak,Ya,SHGB,21206208417
PROP00607,Tangerang,582,640,6,4,3,Ya,2004,Bagus,24,Ya,Tidak,Tidak,SHGB,18059079794
PROP00608,Semarang,156,167,,4,3,Tidak,1998,Cukup,29.8,,Tidak,Ya,SHM,2274432523
PROP00609,Jakarta Barat,555,632,5,1,1,Tidak,1994,Bagus,8.1,Tidak,Ya,Tidak,SHM,42525563038
PROP00610,Jakarta Barat,89,,5,3,1,Tidak,2003,Cukup,0.9,Tidak,Ya,Ya,Girik,5416518168
PROP00611,Jakarta Utara,504,546,4,2,1,Ya,2010,Perlu Renovasi,0.7,Tidak,Tidak,Ya,SHM,22946262217
PROP00612,Jakarta Barat,377,496,2,4,1,Ya,1996,Perlu Renovasi,6.1,Tidak,Tidak,Ya,SHM,16681967273
PROP00613,Bali,152,235,5,3,3,Ya,2001,Baru,19,Ya,Tidak,Tidak,HGB,9091661503
PROP00614,Jakarta Barat,352,532,4,3,2,Tidak,1994,Bagus,5.9,Tidak,Tidak,Tidak,Girik,17040239830
PROP00615,Jakarta Barat,139,201,6,1,2,,2017,Baru,20.4,Ya,Ya,Ya,HGB,11474270240
PROP00616,Jakarta Barat,184,327,1,4,3,Ya,2004,Perlu Renovasi,1.6,Ya,Tidak,Ya,Strata Title,7996209748
PROP00617,Tangerang,76,303,4,4,3,Ya,1996,Baru,21.3,Tidak,Ya,Ya,HGB,
PROP00618,Surabaya,561,794,5,4,2,Ya,2015,Bagus,24.8,Tidak,Ya,Ya,HGB,17687660503
PROP00619,Bekasi,502,,3,2,2,Ya,2018,Cukup,16.3,Ya,Ya,Ya,SHM,12458984269
PROP00620,Jakarta Barat,331,487,3,3,2,Ya,2003,Cukup,12.4,Ya,Ya,Tidak,Girik,17551308998
PROP00621,Bandung,330,468,6,2,2,Tidak,2022,Cukup,20.4,Tidak,Ya,Tidak,SHGB,10699604491
PROP00622,Jakarta Utara,93,126,6,2,2,Tidak,2005,Baru,24.1,Ya,,Tidak,Strata Title,5552755074
PROP00623,Yogyakarta,341,372,5,4,1,Tidak,2011,Baru,,Tidak,Tidak,Ya,SHM,11566553087
PROP00624,Surabaya,300,541,6,3,1,Tidak,1992,Perlu Renovasi,28.6,,Ya,Tidak,,6358418570
PROP00625,Bandung,597,608,1,2,1,,2011,Perlu Renovasi,22.9,Tidak,Ya,Tidak,SHGB,10017628224
PROP00626,Bandung,535,721,2,4,,Ya,2006,Baru,29,Tidak,Tidak,Ya,SHGB,15709936464
PROP00627,Semarang,332,524,3,,1,,2011,Bagus,13.5,Ya,Ya,Ya,Strata Title,7912650034
PROP00628,Jakarta Barat,175,191,2,3,3,Ya,2006,Cukup,30.8,Tidak,Tidak,Tidak,Girik,6988926963
PROP00629,Semarang,179,393,6,4,3,Tidak,1986,Baru,22.6,Tidak,Ya,Tidak,Girik,
PROP00630,Bekasi,121,204,5,2,3,Tidak,2001,Perlu Renovasi,0.9,Ya,Tidak,Ya,SHM,3754811361
PROP00631,Bekasi,31,46,5,2,1,Ya,1990,Bagus,9.2,Ya,Tidak,Ya,HGB,763181190
PROP00632,Jakarta Selatan,240,484,3,3,1,Ya,1998,Bagus,16.4,Ya,Ya,Tidak,SHM,20968615621
PROP00633,Tangerang,374,531,2,4,2,Ya,2007,Bagus,9,Ya,Tidak,Tidak,Strata Title,13240140871
PROP00634,Semarang,548,700,6,2,2,Tidak,1994,Baru,9.6,Ya,Ya,Ya,SHM,23380008722
PROP00635,Semarang,115,334,4,3,1,Tidak,2008,Baru,13.3,,Ya,Ya,Girik,3782379540
PROP00636,Bali,273,497,5,4,3,Tidak,,Baru,19.1,Tidak,Ya,Tidak,Girik,15139082747
PROP00637,Jakarta Utara,537,652,2,2,2,Tidak,2011,Baru,21.6,Tidak,Ya,Ya,Girik,30515064674
PROP00638,Semarang,293,525,5,4,1,,2001,Baru,2,Tidak,Tidak,Ya,SHM,11672369558
PROP00639,Yogyakarta,420,469,2,3,1,Tidak,2010,Baru,15,Tidak,Tidak,Ya,Girik,9930738883
PROP00640,Bali,331,433,1,1,2,Tidak,2022,Perlu Renovasi,27.6,Tidak,Ya,Tidak,SHM,5949207511
PROP00641,Bandung,167,403,6,1,3,Tidak,2016,Baru,30.9,Tidak,,Tidak,SHM,4358451407
PROP00642,Jakarta Selatan,466,690,2,3,1,Tidak,2022,Baru,9.9,Tidak,Tidak,Ya,SHM,52966924373
PROP00643,Bekasi,96,295,2,2,3,Ya,2006,Bagus,10,Ya,Ya,Ya,SHM,3382798571
PROP00644,Jakarta Utara,35,50,3,4,3,,,Baru,3.5,Ya,Tidak,,HGB,
PROP00645,Tangerang,594,637,2,3,2,Tidak,2015,Cukup,17.2,Ya,Tidak,Tidak,HGB,15231880922
PROP00646,Yogyakarta,75,218,4,1,1,Ya,2005,Baru,14.4,Ya,Ya,Ya,Girik,2112943726
PROP00647,Jakarta Selatan,52,243,6,3,,Ya,2016,Perlu Renovasi,13.9,Ya,,Ya,SHGB,3849622323
PROP00648,Semarang,424,432,6,2,2,Ya,2012,Baru,33,Ya,Ya,Tidak,HGB,10263861509
PROP00649,Semarang,489,613,6,1,2,Ya,2008,Cukup,30.6,Tidak,Ya,Tidak,Strata Title,9644986605
PROP00650,Bandung,435,512,5,3,1,Tidak,1991,Cukup,14.3,Tidak,Tidak,Tidak,Strata Title,8185279019
PROP00651,Tangerang,519,,3,4,3,Ya,2001,Bagus,,Ya,Ya,Tidak,,24213972934
PROP00652,Semarang,55,274,4,3,3,Ya,1993,Perlu Renovasi,9,Ya,,Ya,Strata Title,823284042
PROP00653,Surabaya,250,291,5,2,3,Ya,1993,Cukup,29,,Tidak,Ya,Girik,6319889876
PROP00654,Yogyakarta,293,498,1,4,3,Tidak,2006,Baru,31,Tidak,,Ya,HGB,4440143412
PROP00655,Semarang,70,112,3,4,2,Tidak,2014,Perlu Renovasi,22.8,Ya,Tidak,Tidak,SHGB,1095437367
PROP00656,Medan,235,250,4,,1,Ya,2013,Perlu Renovasi,22.1,Tidak,Tidak,Ya,SHM,2982556061
PROP00657,Bandung,370,564,1,2,2,Ya,1991,Perlu Renovasi,14.7,Ya,Ya,Tidak,Strata Title,5572409906
PROP00658,Bandung,519,605,2,2,2,Tidak,2019,Cukup,30.5,Tidak,,Ya,Girik,
PROP00659,Bekasi,554,606,1,4,1,Ya,1995,Perlu Renovasi,5.1,Ya,Ya,Ya,Girik,9553951698
PROP00660,Surabaya,492,646,3,4,3,Tidak,1997,Bagus,17,Ya,Ya,Ya,HGB,13278914800
PROP00661,Bekasi,572,705,6,2,3,Tidak,1993,Cukup,23.1,Tidak,Ya,Ya,Strata Title,10627334081
PROP00662,Semarang,168,221,5,4,1,Tidak,1994,Bagus,26.5,Ya,Tidak,Tidak,Girik,3764037080
PROP00663,Tangerang,130,365,4,3,2,Tidak,2008,Bagus,21.7,Ya,Ya,Tidak,Strata Title,5354977045
PROP00664,Jakarta Selatan,518,758,4,3,2,Ya,1988,,31.2,Tidak,Tidak,Tidak,SHGB,22497257484
PROP00665,Jakarta Selatan,226,319,6,4,3,Ya,1986,Cukup,24,Tidak,Ya,Tidak,SHM,10271730801
PROP00666,Jakarta Selatan,94,330,2,4,1,Ya,1990,Perlu Renovasi,19.2,Ya,Ya,Tidak,SHM,3891598107
PROP00667,Jakarta Selatan,537,615,5,3,2,Tidak,1985,Baru,15.4,Tidak,Tidak,,HGB,54042720496
PROP00668,Bali,271,359,4,3,1,Tidak,1995,Baru,,Tidak,,Tidak,SHM,13675929276
PROP00669,Jakarta Barat,521,529,6,4,2,Ya,1994,Baru,33.5,Tidak,Tidak,Ya,SHGB,35409621826
PROP00670,Bandung,380,513,3,4,2,Ya,2017,Bagus,6.9,Tidak,Ya,Tidak,SHM,11806391907
PROP00671,Bandung,289,539,1,2,2,Ya,2006,Bagus,4.4,Tidak,Tidak,Ya,SHM,8338473062
PROP00672,Tangerang,277,424,4,3,3,,2002,Perlu Renovasi,33.8,Tidak,Tidak,,SHGB,5234250579
PROP00673,Medan,311,429,3,2,1,Tidak,2021,Cukup,9.5,Ya,Tidak,Ya,HGB,7005933291
PROP00674,Jakarta Barat,506,637,6,3,3,Ya,2004,Cukup,4.8,Ya,Ya,Tidak,Strata Title,43300243887
